Concatenate,Year,Pasture Name,Pasture,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase
2021_21N_CARM1_Anderson GEM Individual_9,2021,Highway,21N,CARM1,Anderson GEM Individual,9,2021-07-27T00:00:00Z,2,10.18,62.16,6.1,2.1,0.49,81,NA,NA,NA,NA,NA,30,207,2-middle
2021_21N_CARM1_Anderson GEM Individual_9,2021,Highway,21N,CARM1,Anderson GEM Individual,9,2021-07-27T00:00:00Z,2,8.85,61.72,7,1.65,0.39,117,NA,NA,NA,NA,NA,30,207,2-middle
2021_21N_CARM1_Anderson GEM_9,2021,Highway,21N,CARM1,Anderson GEM,9,2021-07-27T00:00:00Z,2,10.27,62.18,6.1,2.12,0.48,"81, 117",NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_Anderson GEM_9,2021,NA,15E,TRM,Anderson GEM,9,2021-07-27T00:00:00Z,2&3,12.25,65.18,5.3,1.77,0.36,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_19N_TRM_MARC Individual_9,2021,NA,19N,TRM,MARC Individual,9,2021-07-27T00:00:00Z,2&3,10.21,63.45,6.2,2.05,0.55,52,NA,NA,NA,NA,NA,30,207,2-middle
2021_19N_TRM_Anderson GEM Individual_9,2021,NA,19N,TRM,Anderson GEM Individual,9,2021-07-27T00:00:00Z,2&3,8.35,61.35,7.3,2.18,0.54,90,NA,NA,NA,NA,NA,30,207,2-middle
2021_19N_TRM_Anderson GEM Individual_9,2021,NA,19N,TRM,Anderson GEM Individual,9,2021-07-27T00:00:00Z,2&3,9.82,62.47,6.4,2.14,0.49,83,NA,NA,NA,NA,NA,30,207,2-middle
2021_19N_TRM_Anderson GEM_9,2021,NA,19N,TRM,Anderson GEM,9,2021-07-27T00:00:00Z,2&3,10.04,63.53,6.3,1.97,0.43,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_MARC Individual_9,2021,NA,15E,TRM,MARC Individual,9,2021-07-27T00:00:00Z,2&3,9.15,62.22,6.8,2.12,0.49,64,NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_MARC Individual_9,2021,NA,15E,TRM,MARC Individual,9,2021-07-27T00:00:00Z,2&3,10.79,64.02,5.9,1.83,0.4,57,NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_Anderson GEM Individual_9,2021,NA,15E,TRM,Anderson GEM Individual,9,2021-07-27T00:00:00Z,2&3,12.73,66.16,5.2,1.62,0.35,110,NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_Anderson GEM Individual_9,2021,NA,15E,TRM,Anderson GEM Individual,9,2021-07-27T00:00:00Z,2&3,12.01,64.92,5.4,1.86,0.37,109,NA,NA,NA,NA,NA,30,207,2-middle
2021_25NW_CARM2_MARC Individual_9,2021,Crossroads,25NW,CARM2,MARC Individual,9,2021-07-27T00:00:00Z,3,9.83,62.64,6.4,1.64,0.33,68,NA,NA,NA,NA,NA,30,207,2-middle
2021_25NW_CARM2_MARC Individual_9,2021,Crossroads,25NW,CARM2,MARC Individual,9,2021-07-27T00:00:00Z,3,9.44,62.33,6.6,1.88,0.41,59,NA,NA,NA,NA,NA,30,207,2-middle
2021_25NW_CARM2_Anderson GEM Individual_9,2021,Crossroads,25NW,CARM2,Anderson GEM Individual,9,2021-07-27T00:00:00Z,3,8.42,60.26,7.2,1.71,0.37,105,NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_TRM_10,2021,NA,15E,TRM,TRM,10,2021-08-03T00:00:00Z,3,11.06,63.04,5.7,1.88,0.35,NA,NA,NA,NA,NA,NA,31,214,2-middle
2021_19N_TRM_TRM_10,2021,NA,19N,TRM,TRM,10,2021-08-03T00:00:00Z,3,9.11,61.64,6.8,1.97,0.47,NA,NA,NA,NA,NA,NA,31,214,2-middle
2021_25NW_CARM2_CARM2_10,2021,Crossroads,25NW,CARM2,CARM2,10,2021-08-03T00:00:00Z,3,9.97,61.8,6.2,1.9,0.43,NA,NA,NA,NA,NA,NA,31,214,2-middle
2021_25SE_TRM_Paired TRM2_10,2021,NA,25SE,TRM,Paired TRM2,10,2021-08-03T00:00:00Z,3,8.86,62.81,7.1,1.68,0.41,NA,NA,NA,NA,NA,NA,31,214,2-middle
2021_26E_TRM_Paired TRM1_10,2021,NA,26E,TRM,Paired TRM1,10,2021-08-03T00:00:00Z,3,9.81,62.56,6.4,1.67,0.33,NA,NA,NA,NA,NA,NA,31,214,2-middle
2021_26W_CARM1_CARM1_10,2021,Hilltank,26W,CARM1,CARM1,10,2021-08-03T00:00:00Z,3,9.99,62.44,6.3,1.6,0.33,NA,NA,NA,NA,NA,NA,31,214,2-middle
2021_26W_CARM1_Anderson GEM_11,2021,Hilltank,26W,CARM1,Anderson GEM,11,2021-08-09T00:00:00Z,3,8.83,60.31,6.8,1.6,0.18,"108, 119",NA,NA,NA,NA,NA,32,220,2-middle
2021_26W_CARM1_Anderson GEM Individual_11,2021,Hilltank,26W,CARM1,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,8.58,59.8,7,1.49,0.11,108,NA,NA,NA,NA,NA,32,220,2-middle
2021_26W_CARM1_Anderson GEM Individual_11,2021,Hilltank,26W,CARM1,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,8.29,60.17,7.3,1.51,0.23,119,NA,NA,NA,NA,NA,32,220,2-middle
2021_26W_CARM1_MARC Individual_11,2021,Hilltank,26W,CARM1,MARC Individual,11,2021-08-09T00:00:00Z,3,10.17,61.66,6.1,1.93,0.32,41,NA,NA,NA,NA,NA,32,220,2-middle
2021_26W_CARM1_MARC Individual_11,2021,Hilltank,26W,CARM1,MARC Individual,11,2021-08-09T00:00:00Z,3,9.54,61.65,6.5,1.71,0.2,67,NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_Anderson GEM_11,2021,Crossroads,25NW,CARM2,Anderson GEM,11,2021-08-09T00:00:00Z,3,9.03,59.95,6.6,2.01,0.43,"98, 105",NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_Anderson GEM Individual_11,2021,Crossroads,25NW,CARM2,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,7.98,58.43,7.3,2.03,0.43,98,NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_Anderson GEM Individual_11,2021,Crossroads,25NW,CARM2,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,8.68,60.23,6.9,1.71,0.39,105,NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_MARC Individual_11,2021,Crossroads,25NW,CARM2,MARC Individual,11,2021-08-09T00:00:00Z,3,8.64,60.04,6.9,1.93,0.49,44,NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_MARC Individual_11,2021,Crossroads,25NW,CARM2,MARC Individual,11,2021-08-09T00:00:00Z,3,9.43,60.92,6.5,1.83,0.46,70,NA,NA,NA,NA,NA,32,220,2-middle
2021_15E_TRM_Anderson GEM_11,2021,NA,15E,TRM,Anderson GEM,11,2021-08-09T00:00:00Z,3,10.16,63.67,6.3,1.94,0.25,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_15E_TRM_Anderson GEM Individual_11,2021,NA,15E,TRM,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,10.69,64.24,6,1.93,0.31,109,NA,NA,NA,NA,NA,32,220,2-middle
2021_15E_TRM_Anderson GEM Individual_11,2021,NA,15E,TRM,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,10.83,63.91,5.9,1.83,0.2,110,NA,NA,NA,NA,NA,32,220,2-middle
2021_15E_TRM_MARC Individual_11,2021,NA,15E,TRM,MARC Individual,11,2021-08-09T00:00:00Z,3,10.74,63.79,5.9,1.75,0.28,57,NA,NA,NA,NA,NA,32,220,2-middle
2021_15E_TRM_MARC Individual_11,2021,NA,15E,TRM,MARC Individual,11,2021-08-09T00:00:00Z,3,7.42,60.81,8.2,1.7,0.45,64,NA,NA,NA,NA,NA,32,220,2-middle
2021_19N_TRM_Anderson GEM_11,2021,NA,19N,TRM,Anderson GEM,11,2021-08-09T00:00:00Z,3,10.11,62.42,6.2,2.1,0.34,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_19N_TRM_Anderson GEM Individual_11,2021,NA,19N,TRM,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,6.28,59.27,9.4,1.69,0.44,83,NA,NA,NA,NA,NA,32,220,2-middle
2021_19N_TRM_Anderson GEM Individual_11,2021,NA,19N,TRM,Anderson GEM Individual,11,2021-08-09T00:00:00Z,3,9.55,62,6.5,1.63,0.5,90,NA,NA,NA,NA,NA,32,220,2-middle
2021_19N_TRM_MARC Individual_11,2021,NA,19N,TRM,MARC Individual,11,2021-08-09T00:00:00Z,3,9.9,62.61,6.3,1.91,0.47,52,NA,NA,NA,NA,NA,32,220,2-middle
2021_19N_TRM_MARC Individual_11,2021,NA,19N,TRM,MARC Individual,11,2021-08-09T00:00:00Z,3,8.79,60.9,6.9,2.06,0.43,61,NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_CARM2_11,2021,Crossroads,25NW,CARM2,CARM2,11,2021-08-09T00:00:00Z,3,8.97,60.93,6.8,1.85,0.43,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_26W_CARM1_CARM1_11,2021,Hilltank,26W,CARM1,CARM1,11,2021-08-09T00:00:00Z,3,9.73,61.03,6.3,1.85,0.25,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_15E_TRM_TRM_11,2021,NA,15E,TRM,TRM,11,2021-08-09T00:00:00Z,3,10.14,62.84,6.2,1.8,0.24,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_19N_TRM_TRM_11,2021,NA,19N,TRM,TRM,11,2021-08-09T00:00:00Z,3,7.51,60.43,8,1.65,0.37,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_25SE_TRM_Paired TRM2_11,2021,NA,25SE,TRM,Paired TRM2,11,2021-08-09T00:00:00Z,3,9.76,64.22,6.6,1.66,0.26,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_26E_TRM_Paired TRM1_11,2021,NA,26E,TRM,Paired TRM1,11,2021-08-09T00:00:00Z,3,9.9,63.1,6.4,1.69,0.28,NA,NA,NA,NA,NA,NA,32,220,2-middle
2021_25NW_CARM2_CARM2_12,2021,Crossroads,25NW,CARM2,CARM2,12,2021-08-16T00:00:00Z,3,8.54,59.08,6.9,2.3,0.47,NA,NA,NA,NA,NA,NA,33,227,2-middle
2021_26W_CARM1_CARM1_12,2021,Hilltank,26W,CARM1,CARM1,12,2021-08-16T00:00:00Z,3,9.57,60.25,6.3,1.81,0.26,NA,NA,NA,NA,NA,NA,33,227,2-middle
2021_15E_TRM_TRM_12,2021,NA,15E,TRM,TRM,12,2021-08-16T00:00:00Z,3,10.64,62.18,5.8,2.23,0.31,NA,NA,NA,NA,NA,NA,33,227,2-middle
2021_19N_TRM_TRM_12,2021,NA,19N,TRM,TRM,12,2021-08-16T00:00:00Z,3,8.02,60.71,7.6,1.88,0.52,NA,NA,NA,NA,NA,NA,33,227,2-middle
2021_25SE_TRM_Paired TRM2_12,2021,NA,25SE,TRM,Paired TRM2,12,2021-08-16T00:00:00Z,3,9.09,62.93,6.9,1.61,0.28,NA,NA,NA,NA,NA,NA,33,227,2-middle
2021_26E_TRM_Paired TRM1_12,2021,NA,26E,TRM,Paired TRM1,12,2021-08-16T00:00:00Z,3,10.18,62.46,6.1,1.64,0.28,NA,NA,NA,NA,NA,NA,33,227,2-middle
2021_19N_TRM_Anderson GEM_13,2021,NA,19N,TRM,Anderson GEM,13,2021-08-24T00:00:00Z,3,8.49,60.75,7.2,0.98,0.31,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_19N_TRM_Anderson GEM Individual_13,2021,NA,19N,TRM,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,8.83,61.25,6.9,1.11,0.32,83,NA,NA,NA,NA,NA,34,235,3-late
2021_19N_TRM_Anderson GEM Individual_13,2021,NA,19N,TRM,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,8.03,60.77,7.6,1.19,0.36,90,NA,NA,NA,NA,NA,34,235,3-late
2021_19N_TRM_MARC Individual_13,2021,NA,19N,TRM,MARC Individual,13,2021-08-24T00:00:00Z,3,8.86,61.22,6.9,1.26,0.45,52,NA,NA,NA,NA,NA,34,235,3-late
2021_19N_TRM_MARC Individual_13,2021,NA,19N,TRM,MARC Individual,13,2021-08-24T00:00:00Z,3,8,60.5,7.6,1.39,0.4,61,NA,NA,NA,NA,NA,34,235,3-late
2021_15E_TRM_MARC Individual_13,2021,NA,15E,TRM,MARC Individual,13,2021-08-24T00:00:00Z,3,10.3,60.61,5.9,1.36,0.15,57,NA,NA,NA,NA,NA,34,235,3-late
2021_15E_TRM_MARC Individual_13,2021,NA,15E,TRM,MARC Individual,13,2021-08-24T00:00:00Z,3,10.97,62.19,5.7,1.31,0.24,64,NA,NA,NA,NA,NA,34,235,3-late
2021_15E_TRM_Anderson GEM_13,2021,NA,15E,TRM,Anderson GEM,13,2021-08-24T00:00:00Z,3,8.74,58.53,6.7,1.58,0.36,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_15E_TRM_Anderson GEM Individual_13,2021,NA,15E,TRM,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,9.51,59.34,6.2,1.46,0.33,109,NA,NA,NA,NA,NA,34,235,3-late
2021_15E_TRM_Anderson GEM Individual_13,2021,NA,15E,TRM,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,10.5,59.2,5.6,1.7,0.25,110,NA,NA,NA,NA,NA,34,235,3-late
2021_25NW_CARM2_MARC Individual_13,2021,Crossroads,25NW,CARM2,MARC Individual,13,2021-08-24T00:00:00Z,3,8.93,58.98,6.6,1.36,0.39,59,NA,NA,NA,NA,NA,34,235,3-late
2021_25NW_CARM2_MARC Individual_13,2021,Crossroads,25NW,CARM2,MARC Individual,13,2021-08-24T00:00:00Z,3,8.62,58.95,6.8,1.22,0.23,53,NA,NA,NA,NA,NA,34,235,3-late
2021_25NW_CARM2_Anderson GEM Individual_13,2021,Crossroads,25NW,CARM2,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,9.07,58.47,6.4,1.56,0.36,117,NA,NA,NA,NA,NA,34,235,3-late
2021_25NW_CARM2_Anderson GEM Individual_13,2021,Crossroads,25NW,CARM2,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,7.92,57.72,7.3,1.44,0.35,98,NA,NA,NA,NA,NA,34,235,3-late
2021_25NW_CARM2_Anderson GEM_13,2021,Crossroads,25NW,CARM2,Anderson GEM,13,2021-08-24T00:00:00Z,3,10,60.1,6,1.54,0.19,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_26W_CARM1_MARC Individual_13,2021,Hilltank,26W,CARM1,MARC Individual,13,2021-08-24T00:00:00Z,3,8.85,59.24,6.7,1.36,0.43,unknown,NA,NA,NA,NA,NA,34,235,3-late
2021_26W_CARM1_MARC Individual_13,2021,Hilltank,26W,CARM1,MARC Individual,13,2021-08-24T00:00:00Z,3,10.2,60.73,6,1.11,0.07,67,NA,NA,NA,NA,NA,34,235,3-late
2021_26W_CARM1_Anderson GEM Individual_13,2021,Hilltank,26W,CARM1,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,9.55,58.94,6.2,1.18,0.16,81,NA,NA,NA,NA,NA,34,235,3-late
2021_26W_CARM1_Anderson GEM Individual_13,2021,Hilltank,26W,CARM1,Anderson GEM Individual,13,2021-08-24T00:00:00Z,3,9.1,59.55,6.5,1.47,0.27,94,NA,NA,NA,NA,NA,34,235,3-late
2021_26W_CARM1_Anderson GEM_13,2021,Hilltank,26W,CARM1,Anderson GEM,13,2021-08-24T00:00:00Z,3,9.8,58.82,6,1.41,0.23,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_26E_TRM_Paired TRM1_13,2021,NA,26E,TRM,Paired TRM1,13,2021-08-24T00:00:00Z,3,9.52,61.54,6.5,1.09,0.23,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_19N_TRM_TRM_13,2021,NA,19N,TRM,TRM,13,2021-08-24T00:00:00Z,3,9.2,61.63,6.7,1.31,0.42,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_15E_TRM_TRM_13,2021,NA,15E,TRM,TRM,13,2021-08-24T00:00:00Z,3,9.83,60.08,6.1,1.67,0.18,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_25NW_CARM2_CARM2_13,2021,NA,25NW,CARM2,CARM2,13,2021-08-24T00:00:00Z,3,8.54,58.2,6.8,1.43,0.31,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_26W_CARM1_CARM1_13,2021,NA,26W,CARM1,CARM1,13,2021-08-24T00:00:00Z,3,8.01,59.08,7.4,1.53,0.34,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_25SE_TRM_Paired TRM2_13,2021,NA,25SE,TRM,Paired TRM2,13,2021-08-24T00:00:00Z,3,9,60.76,6.8,1.38,0.23,NA,NA,NA,NA,NA,NA,34,235,3-late
2021_26E_TRM_Paired TRM1_14,2021,NA,26E,TRM,Paired TRM1,14,2021-08-30T00:00:00Z,3,9.36,60.84,6.5,1.21,0.19,NA,NA,NA,NA,NA,NA,35,241,3-late
2021_19N_TRM_TRM_14,2021,NA,19N,TRM,TRM,14,2021-08-30T00:00:00Z,3,8.99,61.93,6.9,1.33,0.42,NA,NA,NA,NA,NA,NA,35,241,3-late
2021_15E_TRM_TRM_14,2021,NA,15E,TRM,TRM,14,2021-08-30T00:00:00Z,3,9.98,59.46,6,1.68,0.18,NA,NA,NA,NA,NA,NA,35,241,3-late
2021_25NW_CARM2_CARM2_14,2021,Crossroads,25NW,CARM2,CARM2,14,2021-08-30T00:00:00Z,3,8.68,58.27,6.7,1.43,0.26,NA,NA,NA,NA,NA,NA,35,241,3-late
2021_26W_CARM1_CARM1_14,2021,Hilltank,26W,CARM1,CARM1,14,2021-08-30T00:00:00Z,3,9.18,59.08,6.4,1.23,0.05,NA,NA,NA,NA,NA,NA,35,241,3-late
2021_25SE_TRM_Paired TRM2_14,2021,NA,25SE,TRM,Paired TRM2,14,2021-08-30T00:00:00Z,3,9.26,61.57,6.6,1.1,0.23,NA,NA,NA,NA,NA,NA,35,241,3-late
2021_26W_CARM1_Anderson GEM_15,2021,Hilltank,26W,CARM1,Anderson GEM,15,2021-09-07T00:00:00Z,3,8.44,59.34,7,0.98,0.01,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_26W_CARM1_CARM1_15,2021,Hilltank,26W,CARM1,CARM1,15,2021-09-07T00:00:00Z,3,8.93,59.8,6.7,1.01,0.14,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_26W_CARM1_MARC Individual_15,2021,Hilltank,26W,CARM1,MARC Individual,15,2021-09-07T00:00:00Z,3,7.54,59.79,7.9,0.93,0.18,60,NA,NA,NA,NA,NA,36,249,3-late
2021_26W_CARM1_MARC Individual_15,2021,Hilltank,26W,CARM1,MARC Individual,15,2021-09-07T00:00:00Z,3,7.78,58.94,7.6,1.17,0.36,41,NA,NA,NA,NA,NA,36,249,3-late
2021_26W_CARM1_Anderson GEM Individual_15,2021,Hilltank,26W,CARM1,Anderson GEM Individual,15,2021-09-07T00:00:00Z,3,7.86,59.31,7.5,1.18,0.06,119,NA,NA,NA,NA,NA,36,249,3-late
2021_26W_CARM1_Anderson GEM Individual_15,2021,Hilltank,26W,CARM1,Anderson GEM Individual,15,2021-09-07T00:00:00Z,3,9.09,60.38,6.6,0.9,0.01,84,NA,NA,NA,NA,NA,36,249,3-late
2021_17S_CARM2_CARM2_15,2021,Salt Flat,17S,CARM2,CARM2,15,2021-09-07T00:00:00Z,4,7.58,61.18,8.1,1.23,0.18,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_17S_CARM2_MARC Individual_15,2021,Salt Flat,17S,CARM2,MARC Individual,15,2021-09-07T00:00:00Z,4,7.79,61.03,7.8,1.18,0.3,54,NA,NA,NA,NA,NA,36,249,3-late
2021_17S_CARM2_MARC Individual_15,2021,Salt Flat,17S,CARM2,MARC Individual,15,2021-09-07T00:00:00Z,4,8.4,62.35,7.4,1.15,0.13,50,NA,NA,NA,NA,NA,36,249,3-late
2021_17S_CARM2_Anderson GEM Individual_15,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,15,2021-09-07T00:00:00Z,4,7.86,60.64,7.7,1.23,0.19,87,NA,NA,NA,NA,NA,36,249,3-late
2021_17S_CARM2_Anderson GEM Individual_15,2021,Salt Flat,17S,CARM2,Anderson GEM Individual,15,2021-09-07T00:00:00Z,4,8.84,62.78,7.1,1.05,0.1,98,NA,NA,NA,NA,NA,36,249,3-late
2021_17S_CARM2_Anderson GEM_15,2021,NA,17S,CARM2,Anderson GEM,15,2021-09-07T00:00:00Z,4,8.1,60.85,7.5,1.17,0.25,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_26E_Paired TRM1_Paired TRM1_15,2021,NA,26E,Paired TRM1,Paired TRM1,15,2021-09-07T00:00:00Z,3,8.86,60.57,6.8,1.09,0.09,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_17N_Paired TRM2_Paired TRM2_15,2021,NA,17N,Paired TRM2,Paired TRM2,15,2021-09-07T00:00:00Z,4,8.22,60.82,7.4,1.13,0.28,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_19N_TRM_TRM_15,2021,NA,19N,TRM,TRM,15,2021-09-07T00:00:00Z,3&4,8.02,62.03,7.7,1.32,0.37,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_15E_TRM_15E_15,2021,NA,15E,TRM,15E,15,2021-09-07T00:00:00Z,3&4,7.94,60.53,7.6,1.33,0.35,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_15E_TRM_Anderson GEM Individual_15,2021,NA,15E,TRM,Anderson GEM Individual,15,2021-09-07T00:00:00Z,3&4,10.05,59.43,5.9,1.95,0.24,109,NA,NA,NA,NA,NA,36,249,3-late
2021_15E_TRM_Anderson GEM Individual_15,2021,NA,15E,TRM,Anderson GEM Individual,15,2021-09-07T00:00:00Z,3&4,9.2,58.59,6.4,1.35,0.03,110,NA,NA,NA,NA,NA,36,249,3-late
2021_15E_TRM_MARC Individual_15,2021,NA,15E,TRM,MARC Individual,15,2021-09-07T00:00:00Z,3&4,9.56,58.74,6.1,1.7,0.24,57,NA,NA,NA,NA,NA,36,249,3-late
2021_15E_TRM_MARC Individual_15,2021,NA,15E,TRM,MARC Individual,15,2021-09-07T00:00:00Z,3&4,10.55,59.92,5.7,1.68,0.31,64,NA,NA,NA,NA,NA,36,249,3-late
2021_15E_TRM_Anderson GEM_15,2021,NA,15E,TRM,Anderson GEM,15,2021-09-07T00:00:00Z,3&4,9.38,59.03,6.3,1.66,0.13,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_19N_TRM_MARC Individual_15,2021,NA,19N,TRM,MARC Individual,15,2021-09-07T00:00:00Z,3&4,8.67,62.48,7.2,1.26,0.43,61,NA,NA,NA,NA,NA,36,249,3-late
2021_19N_TRM_Anderson GEM Individual_15,2021,NA,19N,TRM,Anderson GEM Individual,15,2021-09-07T00:00:00Z,3&4,8.74,63.75,7.3,1.39,0.47,83,NA,NA,NA,NA,NA,36,249,3-late
2021_19N_TRM_Anderson GEM Individual_15,2021,NA,19N,TRM,Anderson GEM Individual,15,2021-09-07T00:00:00Z,3&4,7.84,62.64,8,1.28,0.45,90,NA,NA,NA,NA,NA,36,249,3-late
2021_19N_TRM_MARC Individual_15,2021,NA,19N,TRM,MARC Individual,15,2021-09-07T00:00:00Z,3&4,6.87,61.06,8.9,1.06,0.38,52,NA,NA,NA,NA,NA,36,249,3-late
2021_19N_TRM_Anderson GEM_15,2021,NA,19N,TRM,Anderson GEM,15,2021-09-07T00:00:00Z,3&4,7.7,62.64,8.1,1.26,0.43,NA,NA,NA,NA,NA,NA,36,249,3-late
2021_17N_Paired TRM2_Paired TRM2_16,2021,NA,17N,Paired TRM2,Paired TRM2,16,2021-09-14T00:00:00Z,4,8.18,61.92,7.6,1.37,0.28,NA,NA,NA,NA,NA,NA,37,256,3-late
2021_17S_CARM2_CARM2_16,2021,NA,17S,CARM2,CARM2,16,2021-09-14T00:00:00Z,4,7.68,60.81,7.9,1.24,0.32,NA,NA,NA,NA,NA,NA,37,256,3-late
2021_31W_CARM1_CARM1_16,2021,NA,31W,CARM1,CARM1,16,2021-09-14T00:00:00Z,4,8.54,58.34,6.8,1.58,0.19,NA,NA,NA,NA,NA,NA,37,256,3-late
2021_15E_TRM_TRM_16,2021,NA,15E,TRM,TRM,16,2021-09-14T00:00:00Z,4,8.44,58.41,6.9,1.48,0.12,NA,NA,NA,NA,NA,NA,37,256,3-late
2021_19N_TRM_TRM_16,2021,NA,19N,TRM,TRM,16,2021-09-14T00:00:00Z,4,8.55,61.86,7.2,1.37,0.28,NA,NA,NA,NA,NA,NA,37,256,3-late
2021_31E_Paired TRM1_Paired TRM1_16,2021,NA,31E,Paired TRM1,Paired TRM1,16,2021-09-14T00:00:00Z,4,9.17,62.24,6.8,1.06,0.04,NA,NA,NA,NA,NA,NA,37,256,3-late
2021_31W_CARM1_CARM1_17,2021,South,31W,CARM1,CARM1,17,2021-09-21T00:00:00Z,4,9.37,64.06,6.8,1.08,0.13,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_17S_CARM2_CARM2_17,2021,Salt Flat,17S,CARM2,CARM2,17,2021-09-21T00:00:00Z,4,7.37,61.52,8.3,0.97,0.13,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_15E_TRM_TRM_17,2021,NA,15E,TRM,TRM,17,2021-09-21T00:00:00Z,4,8.86,60.01,6.8,1.46,0.15,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_17N_Paired TRM2_Paired TRM2_17,2021,NA,17N,Paired TRM2,Paired TRM2,17,2021-09-21T00:00:00Z,4,7.78,62.2,8,1.2,0.38,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_19N_TRM_TRM_17,2021,NA,19N,TRM,TRM,17,2021-09-21T00:00:00Z,4,8.39,63.37,7.6,1.29,0.39,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_31E_Paired TRM1_Paired TRM1_17,2021,NA,31E,Paired TRM1,Paired TRM1,17,2021-09-21T00:00:00Z,4,8.55,60.68,7.1,0.82,0.12,NA,NA,NA,NA,NA,NA,38,263,3-late
2021_19N_TRM_Anderson GEM_17,2021,NA,19N,TRM,Anderson GEM,17,2021-09-21T00:00:00Z,4,8.24,62.31,7.6,1.17,0.26,"83, 90",NA,NA,NA,NA,NA,38,263,3-late
2021_19N_TRM_Anderson GEM Individual_17,2021,NA,19N,TRM,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,8.02,60.93,7.6,1.03,0.24,83,NA,NA,NA,NA,NA,38,263,3-late
2021_19N_TRM_Anderson GEM Individual_17,2021,NA,19N,TRM,Anderson GEM Individual,17,2021-09-21T00:00:00Z,4,7.77,62.18,8,1.31,0.41,90,NA,NA,NA,NA,NA,38,263,3-late
2021_19N_TRM_MARC Individual_17,2021,NA,19N,TRM,MARC Individual,17,2021-09-21T00:00:00Z,4,8.67,61.04,7,1.36,0.36,52,NA,NA,NA,NA,NA,38,263,3-late
2021_19N_TRM_MARC Individual_17,2021,NA,19N,TRM,MARC Individual,17,2021-09-21T00:00:00Z,4,8.48,63.18,7.5,1.13,0.3,61,NA,NA,NA,NA,NA,38,263,3-late
